Title,Number,URL,Price,EvaluationClass,Genre
Midac Co Ltd,6564,https://walletinvestor.com//tse-stock-forecast/6564-stock-prediction,"1,663",上出来,サービス業
Fuji Oil Co Ltd,5017,https://walletinvestor.com//tse-stock-forecast/5017-stock-prediction,466,上出来,石油・石炭
Funai Soken Holdings Inc,9757,https://walletinvestor.com//tse-stock-forecast/9757-stock-prediction,"2,520",上出来,サービス業
Shiga Bank Ltd,8366,https://walletinvestor.com//tse-stock-forecast/8366-stock-prediction,"4,225",上出来,銀行業
Giken Ltd,6289,https://walletinvestor.com//tse-stock-forecast/6289-stock-prediction,"2,019",上出来,機械
Kushikatsu Tanaka Co,3547,https://walletinvestor.com//tse-stock-forecast/3547-stock-prediction,"1,713",上出来,小売業
BASE FOOD Inc.,2936,https://walletinvestor.com//tse-stock-forecast/2936-stock-prediction,471,悪い,食料品
Yondoshi Holdings Inc,8008,https://walletinvestor.com//tse-stock-forecast/8008-stock-prediction,"1,891",上出来,小売業
Sinfonia Technology Co Ltd,6507,https://walletinvestor.com//tse-stock-forecast/6507-stock-prediction,"3,165",悪い,電気機器
Namura Shipbuild Co Ltd,7014,https://walletinvestor.com//tse-stock-forecast/7014-stock-prediction,"2,098",上出来,輸送用機器
TECNISCO,2962,https://walletinvestor.com//tse-stock-forecast/2962-stock-prediction,626,悪い,金属製品
Tsubakimoto Chain Co,6371,https://walletinvestor.com//tse-stock-forecast/6371-stock-prediction,"5,230",普通,機械
Bushiroad Inc,7803,https://walletinvestor.com//tse-stock-forecast/7803-stock-prediction,381,悪い,その他製品
Nachi-Fujikoshi Corp,6474,https://walletinvestor.com//tse-stock-forecast/6474-stock-prediction,"3,465",悪い,機械
Hitachi Maxell Ltd,6810,https://walletinvestor.com//tse-stock-forecast/6810-stock-prediction,,,
Alpen Co Ltd,3028,https://walletinvestor.com//tse-stock-forecast/3028-stock-prediction,"2,005",悪い,小売業
Ohsho Food Service Corp,9936,https://walletinvestor.com//tse-stock-forecast/9936-stock-prediction,"7,880",上出来,小売業
Makino Milling Machine Co Ltd,6135,https://walletinvestor.com//tse-stock-forecast/6135-stock-prediction,"6,200",悪い,機械
Daiwa TOPIX Listed,1305,https://walletinvestor.com//tse-stock-forecast/1305-stock-prediction,,,
Rock Field Co Ltd,2910,https://walletinvestor.com//tse-stock-forecast/2910-stock-prediction,"1,666",上出来,食料品
Systena Corp,2317,https://walletinvestor.com//tse-stock-forecast/2317-stock-prediction,275,上出来,情報・通信業
Robot Home Inc,1435,https://walletinvestor.com//tse-stock-forecast/1435-stock-prediction,164,普通,不動産業
Digital Garage Inc,4819,https://walletinvestor.com//tse-stock-forecast/4819-stock-prediction,,,
Tokai Tokyo Finan Holdings Inc,8616,https://walletinvestor.com//tse-stock-forecast/8616-stock-prediction,,,
Komeda Holdings Co Ltd,3543,https://walletinvestor.com//tse-stock-forecast/3543-stock-prediction,"2,718",上出来,卸売業
SmartDrive inc.,5137,https://walletinvestor.com//tse-stock-forecast/5137-stock-prediction,"1,796",上出来,情報・通信業
Kamakura Shinsho Ltd,6184,https://walletinvestor.com//tse-stock-forecast/6184-stock-prediction,754,上出来,サービス業
Prestige International Inc,4290,https://walletinvestor.com//tse-stock-forecast/4290-stock-prediction,672,上出来,サービス業
NEXT FUNDS TOPIX Banks Exchange Traded Fund,1615,https://walletinvestor.com//tse-stock-forecast/1615-stock-prediction,,,
Amano Corp,6436,https://walletinvestor.com//tse-stock-forecast/6436-stock-prediction,"3,972",上出来,機械
Sun Frontier Fudousan Co Ltd,8934,https://walletinvestor.com//tse-stock-forecast/8934-stock-prediction,"1,787",上出来,不動産業
Kyushu Financial Group Inc,7180,https://walletinvestor.com//tse-stock-forecast/7180-stock-prediction,"1,130.5",上出来,銀行業
Shibaura Electronics Co Ltd,6957,https://walletinvestor.com//tse-stock-forecast/6957-stock-prediction,"6,300",悪い,電気機器
Aruhi Corp,7198,https://walletinvestor.com//tse-stock-forecast/7198-stock-prediction,942,悪い,その他金融業
CyberBuzz Inc.,7069,https://walletinvestor.com//tse-stock-forecast/7069-stock-prediction,"2,948",上出来,サービス業
GRID,5582,https://walletinvestor.com//tse-stock-forecast/5582-stock-prediction,"3,445",上出来,情報・通信業
KLab Inc,3656,https://walletinvestor.com//tse-stock-forecast/3656-stock-prediction,,,
Torikizoku Co Ltd,3193,https://walletinvestor.com//tse-stock-forecast/3193-stock-prediction,"4,760",上出来,小売業
Litalico Inc,7366,https://walletinvestor.com//tse-stock-forecast/7366-stock-prediction,,,
Colopl Inc,3668,https://walletinvestor.com//tse-stock-forecast/3668-stock-prediction,,,
Toda Corp,1860,https://walletinvestor.com//tse-stock-forecast/1860-stock-prediction,"1,031.5",上出来,建設業
Nomura SSE50,1309,https://walletinvestor.com//tse-stock-forecast/1309-stock-prediction,,,
NEXT FUNDS Nifty 50 Linked Exchange Traded Fund,1678,https://walletinvestor.com//tse-stock-forecast/1678-stock-prediction,,,
Sawai Group Holdings Co Ltd,4887,https://walletinvestor.com//tse-stock-forecast/4887-stock-prediction,"5,972",上出来,医薬品
Career Co Ltd,6198,https://walletinvestor.com//tse-stock-forecast/6198-stock-prediction,334,悪い,サービス業
Take And Give Needs Co Ltd,4331,https://walletinvestor.com//tse-stock-forecast/4331-stock-prediction,"1,138",上出来,サービス業
Sodick Co Ltd,6143,https://walletinvestor.com//tse-stock-forecast/6143-stock-prediction,724,上出来,機械
Shin-Etsu Polymer Co Ltd,7970,https://walletinvestor.com//tse-stock-forecast/7970-stock-prediction,"1,578",悪い,化学
Human Technologies,5869,https://walletinvestor.com//tse-stock-forecast/5869-stock-prediction,"1,142",上出来,サービス業
Enigmo Inc,3665,https://walletinvestor.com//tse-stock-forecast/3665-stock-prediction,,,
Atom Corp,7412,https://walletinvestor.com//tse-stock-forecast/7412-stock-prediction,922,上出来,小売業
Tess Holdings Co.Ltd.,5074,https://walletinvestor.com//tse-stock-forecast/5074-stock-prediction,466,上出来,建設業
Moi Corporation,5031,https://walletinvestor.com//tse-stock-forecast/5031-stock-prediction,243,悪い,情報・通信業
Kansai Super Market Ltd,9919,https://walletinvestor.com//tse-stock-forecast/9919-stock-prediction,"1,795",上出来,小売業
Tosei Corp,8923,https://walletinvestor.com//tse-stock-forecast/8923-stock-prediction,"2,354",上出来,不動産業
Zigexn,3679,https://walletinvestor.com//tse-stock-forecast/3679-stock-prediction,629,上出来,情報・通信業
Raito Kogyo,1926,https://walletinvestor.com//tse-stock-forecast/1926-stock-prediction,"1,970",普通,建設業
Asahi Diamond Ind Co Ltd,6140,https://walletinvestor.com//tse-stock-forecast/6140-stock-prediction,982,悪い,機械
Shoei Foods Corp,8079,https://walletinvestor.com//tse-stock-forecast/8079-stock-prediction,"4,680",普通,卸売業
Ichibanya Co Ltd,7630,https://walletinvestor.com//tse-stock-forecast/7630-stock-prediction,"1,196",上出来,小売業
Tosei REIT Investment Corp,3451,https://walletinvestor.com//tse-stock-forecast/3451-stock-prediction,,,
Beenos Inc,3328,https://walletinvestor.com//tse-stock-forecast/3328-stock-prediction,"2,010",悪い,小売業
Nagawa Co Ltd,9663,https://walletinvestor.com//tse-stock-forecast/9663-stock-prediction,"7,680",上出来,サービス業
Aoyama Trading Co Ltd,8219,https://walletinvestor.com//tse-stock-forecast/8219-stock-prediction,"1,752",上出来,小売業
Aica Kogyo,4206,https://walletinvestor.com//tse-stock-forecast/4206-stock-prediction,"3,735",上出来,化学
tripla Co. Ltd.,5136,https://walletinvestor.com//tse-stock-forecast/5136-stock-prediction,"1,478",上出来,情報・通信業
Simplex Holdings Inc,4373,https://walletinvestor.com//tse-stock-forecast/4373-stock-prediction,"2,765",上出来,情報・通信業
Hankyu REIT Inc,8977,https://walletinvestor.com//tse-stock-forecast/8977-stock-prediction,,,
Kohnan Shoji Co Ltd,7516,https://walletinvestor.com//tse-stock-forecast/7516-stock-prediction,"4,275",普通,小売業
Mitsui Soko Holdings Co Ltd,9302,https://walletinvestor.com//tse-stock-forecast/9302-stock-prediction,"4,765",悪い,倉庫・運輸
Pressance Corp,3254,https://walletinvestor.com//tse-stock-forecast/3254-stock-prediction,"1,767",悪い,不動産業
Canon Marketing Japan Inc,8060,https://walletinvestor.com//tse-stock-forecast/8060-stock-prediction,"4,446",普通,卸売業
RS Technologies Co. Ltd.,3445,https://walletinvestor.com//tse-stock-forecast/3445-stock-prediction,"2,868",上出来,金属製品
Cyberdyne Inc,7779,https://walletinvestor.com//tse-stock-forecast/7779-stock-prediction,,,
Matsuda Sangyo Co Ltd,7456,https://walletinvestor.com//tse-stock-forecast/7456-stock-prediction,"2,458",悪い,卸売業
ibis inc.,9343,https://walletinvestor.com//tse-stock-forecast/9343-stock-prediction,"3,130",上出来,サービス業
Smaregi Inc,4431,https://walletinvestor.com//tse-stock-forecast/4431-stock-prediction,"2,185",上出来,情報・通信業
Shibaura Machine Co Ltd,6104,https://walletinvestor.com//tse-stock-forecast/6104-stock-prediction,"3,685",上出来,機械
Iriso Electronics Co Ltd,6908,https://walletinvestor.com//tse-stock-forecast/6908-stock-prediction,"3,065",悪い,電気機器
Remixpoint Inc,3825,https://walletinvestor.com//tse-stock-forecast/3825-stock-prediction,,,
Nippon DenkaiLtd.,5759,https://walletinvestor.com//tse-stock-forecast/5759-stock-prediction,"1,306",上出来,非鉄金属
Shibaura Mechatronics Corp,6590,https://walletinvestor.com//tse-stock-forecast/6590-stock-prediction,"6,590",悪い,電気機器
Tokai Rika Co Ltd,6995,https://walletinvestor.com//tse-stock-forecast/6995-stock-prediction,"2,605",上出来,輸送用機器
Daio Paper Corp,3880,https://walletinvestor.com//tse-stock-forecast/3880-stock-prediction,"1,195.5",上出来,パルプ・紙
Duskin Co Ltd,4665,https://walletinvestor.com//tse-stock-forecast/4665-stock-prediction,"3,371.0",悪い,サービス業
Monstar Lab Inc.,5255,https://walletinvestor.com//tse-stock-forecast/5255-stock-prediction,,,
Sumitomo Bakelite Co Ltd,4203,https://walletinvestor.com//tse-stock-forecast/4203-stock-prediction,,,
Ateam Inc,3662,https://walletinvestor.com//tse-stock-forecast/3662-stock-prediction,633,悪い,情報・通信業
SuRaLa Net Co Ltd,3998,https://walletinvestor.com//tse-stock-forecast/3998-stock-prediction,413,悪い,情報・通信業
Optex Co Ltd,6914,https://walletinvestor.com//tse-stock-forecast/6914-stock-prediction,"1,956",上出来,電気機器
Avex Group Holdings Inc,7860,https://walletinvestor.com//tse-stock-forecast/7860-stock-prediction,,,
SWCC Showa Holdings Co Ltd,5805,https://walletinvestor.com//tse-stock-forecast/5805-stock-prediction,"3,735",上出来,非鉄金属
Toho Titanium Co Ltd,5727,https://walletinvestor.com//tse-stock-forecast/5727-stock-prediction,"1,523",悪い,非鉄金属
eWeLL Co.Ltd.,5038,https://walletinvestor.com//tse-stock-forecast/5038-stock-prediction,"1,602",上出来,情報・通信業
Zojirushi Corp,7965,https://walletinvestor.com//tse-stock-forecast/7965-stock-prediction,"1,430",悪い,電気機器
DAIWA TSUSHIN Co. Ltd,7116,https://walletinvestor.com//tse-stock-forecast/7116-stock-prediction,"1,125",上出来,卸売業
Toshiba Tec Corp,6588,https://walletinvestor.com//tse-stock-forecast/6588-stock-prediction,"3,020",上出来,電気機器
E J Holdings Inc,2153,https://walletinvestor.com//tse-stock-forecast/2153-stock-prediction,"1,732",上出来,サービス業
Daiho Corp,1822,https://walletinvestor.com//tse-stock-forecast/1822-stock-prediction,"3,630",悪い,建設業
Nagase & Co Ltd,8012,https://walletinvestor.com//tse-stock-forecast/8012-stock-prediction,"2,580.0",悪い,卸売業
Megmilk Snow Brand Co Ltd,2270,https://walletinvestor.com//tse-stock-forecast/2270-stock-prediction,"2,768",上出来,食料品
Toho Holdings Co Ltd,8129,https://walletinvestor.com//tse-stock-forecast/8129-stock-prediction,"3,582.0",悪い,卸売業
Kurashicom Inc.,7110,https://walletinvestor.com//tse-stock-forecast/7110-stock-prediction,"1,600",普通,小売業
HYUGA PRIMARY CARE Co.Ltd.,7133,https://walletinvestor.com//tse-stock-forecast/7133-stock-prediction,"2,026",上出来,小売業
Scroll Corp,8005,https://walletinvestor.com//tse-stock-forecast/8005-stock-prediction,981,悪い,小売業
Fujikura Rubber Ltd,5121,https://walletinvestor.com//tse-stock-forecast/5121-stock-prediction,"1,446",悪い,ゴム製品
Takasago Thermal Engineering Co Ltd,1969,https://walletinvestor.com//tse-stock-forecast/1969-stock-prediction,"4,780",上出来,建設業
DTS Corp,9682,https://walletinvestor.com//tse-stock-forecast/9682-stock-prediction,"4,020",普通,情報・通信業
Miraial Co Ltd,4238,https://walletinvestor.com//tse-stock-forecast/4238-stock-prediction,,,
Sangetsu Co Ltd,8130,https://walletinvestor.com//tse-stock-forecast/8130-stock-prediction,"3,445",普通,卸売業
Senko Co Ltd,9069,https://walletinvestor.com//tse-stock-forecast/9069-stock-prediction,"1,138",上出来,陸運業
Oyo Corp,9755,https://walletinvestor.com//tse-stock-forecast/9755-stock-prediction,"2,207",上出来,サービス業
Warabeya Nichiyo Co Ltd,2918,https://walletinvestor.com//tse-stock-forecast/2918-stock-prediction,"2,719",上出来,食料品
The Sumitomo Warehouse Co Ltd,9303,https://walletinvestor.com//tse-stock-forecast/9303-stock-prediction,"2,622",悪い,倉庫・運輸
ITmedia Inc,2148,https://walletinvestor.com//tse-stock-forecast/2148-stock-prediction,,,
Nihon Dempa Kogyo Co Ltd,6779,https://walletinvestor.com//tse-stock-forecast/6779-stock-prediction,"1,309",悪い,電気機器
Ryoyo Electro Corp,8068,https://walletinvestor.com//tse-stock-forecast/8068-stock-prediction,,,
Hasegawa Co Ltd,8230,https://walletinvestor.com//tse-stock-forecast/8230-stock-prediction,346,悪い,小売業
Nojima Corp,7419,https://walletinvestor.com//tse-stock-forecast/7419-stock-prediction,"1,713",上出来,小売業
Heiwado Co Ltd,8276,https://walletinvestor.com//tse-stock-forecast/8276-stock-prediction,"2,017",上出来,小売業
Sumitomo Mitsui Construction,1821,https://walletinvestor.com//tse-stock-forecast/1821-stock-prediction,436,上出来,建設業
3-D Matrix Ltd,7777,https://walletinvestor.com//tse-stock-forecast/7777-stock-prediction,128,上出来,精密機器
Sanwayuka Industry Corporation,4125,https://walletinvestor.com//tse-stock-forecast/4125-stock-prediction,"2,415",悪い,化学
Sourcenext Corp,4344,https://walletinvestor.com//tse-stock-forecast/4344-stock-prediction,237,上出来,情報・通信業
Mitani Sekisan Co Ltd,5273,https://walletinvestor.com//tse-stock-forecast/5273-stock-prediction,"5,900",上出来,ガラス・土石
Fast Accounting Co.,5588,https://walletinvestor.com//tse-stock-forecast/5588-stock-prediction,"3,105",上出来,情報・通信業
Sanyo Chemical Industries Ltd,4471,https://walletinvestor.com//tse-stock-forecast/4471-stock-prediction,"4,360",悪い,化学
Glory Ltd,6457,https://walletinvestor.com//tse-stock-forecast/6457-stock-prediction,"2,935.5",上出来,機械
Ame Kaze Taiyo,5868,https://walletinvestor.com//tse-stock-forecast/5868-stock-prediction,"1,165",上出来,サービス業
IBJ Inc,6071,https://walletinvestor.com//tse-stock-forecast/6071-stock-prediction,549,普通,サービス業
Takuma Co Ltd,6013,https://walletinvestor.com//tse-stock-forecast/6013-stock-prediction,"1,890",悪い,機械
Beauty Kadan Co Ltd,3041,https://walletinvestor.com//tse-stock-forecast/3041-stock-prediction,800,上出来,卸売業
Noevir Holdings Co Ltd,4928,https://walletinvestor.com//tse-stock-forecast/4928-stock-prediction,"5,240",普通,化学
Cross Marketing Group Inc,3675,https://walletinvestor.com//tse-stock-forecast/3675-stock-prediction,546,悪い,情報・通信業
Tokyo Base Co Ltd,3415,https://walletinvestor.com//tse-stock-forecast/3415-stock-prediction,304,上出来,小売業
Valor Co Ltd,9956,https://walletinvestor.com//tse-stock-forecast/9956-stock-prediction,"2,538",普通,小売業
Abalance Corp,3856,https://walletinvestor.com//tse-stock-forecast/3856-stock-prediction,"2,486",上出来,電気機器
Komeri Co Ltd,8218,https://walletinvestor.com//tse-stock-forecast/8218-stock-prediction,"3,560",悪い,小売業
Lifedrink Company Inc.,2585,https://walletinvestor.com//tse-stock-forecast/2585-stock-prediction,"4,750",上出来,食料品
Okamoto Machine Tool Works Ltd,6125,https://walletinvestor.com//tse-stock-forecast/6125-stock-prediction,"6,570",上出来,機械
